"x","MC loss","sarsa loss","q loss"
"100","0.22709679590182502","0.0865702086114922","0.1113367900941625"
"200","0.17546772729759103","0.09384690724672484","0.08794721840456977"
"300","0.14513982958290114","0.086496025330871","0.07721537905013559"
"400","0.15536692080797418","0.08762907921554725","0.059258008371593805"
"500","0.17018844541479264","0.08323354429746649","0.06192024820108235"
"600","0.1542160489883217","0.09755767211586097","0.05792079532782128"
"700","0.12113540719351981","0.08830762258972474","0.06273826635891269"
"800","0.1330115889159697","0.07902002241679405","0.05350382059066228"
"900","0.13289332238828805","0.09452655127537492","0.030897040484150255"
"1000","0.17535084543035578","0.08542108530871786","0.048385523350181744"
"1100","0.13109819020817196","0.08334792447990436","0.03118086570134197"
"1200","0.15886289033233963","0.0822597434115766","0.046506609365992234"
"1300","0.2546203710650383","0.08171297189243965","0.025954458762511845"
"1400","0.10983160376019101","0.08707631452789685","0.013504201073388834"
"1500","0.13049282889390884","0.07793663654606606","0.030500137347095408"
"1600","0.13414596418121674","0.06756214503065486","0.015992349091499346"
"1700","0.09899848171165712","0.06552614819785982","0.00870295731145548"
"1800","0.10007189331680263","0.06813084529618427","0.011519853204641285"
"1900","0.11094004849492431","0.0773740660742945","0.010802000117351567"
"2000","0.1612953621248452","0.07363238902403256","0.011228246182353265"
"2100","0.11665910543827947","0.07331202086398425","0.014390598320797707"
"2200","0.15988188004995926","0.07374603208531474","0.004087143636711549"
"2300","0.1346378577862633","0.06390895580235252","0.005367150939296121"
"2400","0.14814682851663083","0.06553869485848703","0.00767301036604075"
"2500","0.19187530447703216","0.07982702675983136","0.007429970664643905"
"2600","0.12086088322137437","0.07915028791491169","0.0071830717889967794"
"2700","0.1412810945368257","0.07979113967591928","0.0010523560946600389"
"2800","0.13998863660255403","0.07326687546736227","0.0002197041728530932"
"2900","0.12200388851429197","0.06603495580085932","0.0029828167431994526"
"3000","0.12760033063849902","0.07860504080530215","0.0022656331216441995"
"3100","0.11909517333099702","0.05839380166143302","0.005967327859119872"
"3200","0.11444558178002666","0.062051858834359805","0.00047909052492263357"
"3300","0.13642756862852617","0.06406725131833665","0.011730932336779638"
"3400","0.09708210286542387","0.061292651849905934","0.0011792312161599961"
"3500","0.10865964887489003","0.06563745148286812","0.0002590263249014329"
"3600","0.14475955606280025","0.07401168011374194","0.007614664403397609"
"3700","0.11107601200026326","0.06327358685327747","0.0025654309962502278"
"3800","0.1042785676102731","0.07286849269502459","0.005959462045966039"
"3900","0.10839628793198126","0.07397826332845946","0.0013842101305911046"
"4000","0.0920084739590327","0.0617939304896548","0.005360669796453886"
"4100","0.12252386011744369","0.07846044375631504","0.001105789536848218"
"4200","0.11505007582717267","0.07177540462526359","0.000047106702304581806"
"4300","0.11565517944527519","0.06449332548285644","0.0014873298184450642"
"4400","0.13917365855441663","0.08793283846813382","0.0009296211542047554"
"4500","0.12496276611419191","0.05628770019091924","0.0075749431660456"
"4600","0.12026691980895214","0.06788501134882591","0.00311792357349623"
"4700","0.1434379095683683","0.05715517731404066","0.007127615831286775"
"4800","0.11481710921633556","0.06030583702661217","0.007117784537659528"
"4900","0.1235924399243586","0.053223847173297645","0.0025875662562609607"
"5000","0.1152353661009772","0.055786540747874404","0.0014224012189346185"
"5100","0.18713145724069233","0.06469221181232387","0.00008706058173908633"
"5200","0.16648767607203116","0.06735110951694698","0.00009384439719405205"
"5300","0.13187763855169782","0.062865368255514","0.000006515360151788608"
"5400","0.09785998507090933","0.059305191093307265","0.000054835283552323175"
"5500","0.12211607169899472","0.06181537084106964","0.000663806877604333"
"5600","0.11742658779847323","0.06536948012395132","0.0013005050404255297"
"5700","0.14437917526767566","0.060272190996756826","0.0024215839122323237"
"5800","0.12203509313289237","0.06603576413778295","0.0024077714681848142"
"5900","0.092586790574021","0.06889138936229881","0.006078889948061828"
"6000","0.09859711069134457","0.06138741889176832","0.0000012633660046786436"
"6100","0.137885515869127","0.0695718987828572","0.010131227157310234"
"6200","0.12729191307570428","0.06149166365516484","0.0022927470670694484"
"6300","0.13398867358757685","0.06269518906556504","0.000010910411758049973"
"6400","0.11947464416086118","0.05756356730933998","2.5738799566430246e-7"
"6500","0.12802586343495992","0.0647487658073969","0.0009157036136751723"
"6600","0.11241584329379398","0.061232045690436235","0.0022086425386908986"
"6700","0.13509793022672498","0.06836266675802766","0.01057595628777581"
"6800","0.20944560329560194","0.05303786596513073","0.00011160452773330946"
"6900","0.12430294759523416","0.059256913708770745","0.001429013065936907"
"7000","0.11569879126489116","0.06813743675636096","0.008396067424241288"
"7100","0.17759298049984262","0.056609583167769505","0.00009727613677330694"
"7200","0.13946207069940386","0.056690200607226036","0.00009596241127992892"
"7300","0.14298122259675822","0.058289530386756404","0.0016583045993367532"
"7400","0.09761228280391906","0.06556109871673281","0.008199837751280688"
"7500","0.12751648590209666","0.06168651306519124","6.805980360650565e-8"
"7600","0.09767569426092826","0.07262449046490801","0.0002521148833976079"
"7700","0.11675488641582751","0.06332990230566174","0.0000011380073459997081"
"7800","0.13006957558247217","0.057403592990922424","0.00012791502590253723"
"7900","0.1799562168210332","0.05988530770900855","0.0001893046227840805"
"8000","0.11431580514806261","0.06969013369826403","0.0035889555111865397"
"8100","0.10652988122796914","0.057533482239587166","0.0008667757170842643"
"8200","0.15117553237370615","0.059059142897047355","0.0013774881845918605"
"8300","0.13424320806366216","0.06240647451166846","0.002817744476573323"
"8400","0.15148027139947756","0.06303237182271179","0.001063251727528177"
"8500","0.1377580052050968","0.05567754278875116","0.0003122350488156525"
