"x","MC reward","sarsa reward","q reward"
"21900","-0.013214186176142687","-0.021358224155706998","-0.017894491129785254"
"22000","-0.013531808877397102","-0.013573367808661927","-0.00925152625152625"
"22100","-0.015226190476190468","-0.008463935574229687","-0.014028540903540904"
"22200","-0.017180205415499524","-0.016198163678426837","-0.031861524096818215"
"22300","-0.01565430402930402","-0.018932844932844937","-0.025391737891737903"
"22400","-0.022251384966942237","-0.018640415140415145","-0.017307525317819438"
"22500","-0.01416178266178265","-0.01985156329738374","-0.017588369963369967"
"22600","-0.013315018315018306","-0.009821078431372546","-0.00717226890756302"
"22700","-0.01280631868131867","-0.007830128205128201","-0.012625"
"22800","-0.008958333333333322","-0.016034702139965298","-0.02191220698805839"
"22900","-0.012909143144437252","-0.01679462277488594","-0.01350473137973138"
"23000","-0.00845238095238094","-0.02251944624003448","-0.012457983193277311"
"23100","-0.024281604747162018","-0.008230576441102757","-0.008011446886446883"
"23200","-0.0176845238095238","-0.013376068376068372","-0.012172161172161172"
"23300","-0.014855322695879964","-0.016567873303167422","-0.013886446886446885"
"23400","-0.008157509157509147","-0.00460119047619047","-0.030684424271380795"
"23500","-0.013311463046757153","-0.014619047619047618","-0.01763369963369964"
"23600","-0.01654914529914529","-0.018357968828557066","-0.01729543740573153"
"23700","-0.02868030653556969","-0.023397596719847365","-0.018391941391941394"
"23800","-0.016115384615384608","-0.011380852842809359","-0.012243589743589743"
"23900","-0.017099619334913448","-0.023501176111470234","-0.032856334841628955"
"24000","-0.02146382783882783","-0.017474206349206357","-0.011535014005602242"
"24100","-0.00845238095238094","-0.013302101407364566","-0.013626384966942243"
"24200","-0.02706711017740428","-0.019650343972594617","-0.021417847503373826"
"24300","-0.02090838001867413","-0.020248321123321127","-0.01889789377289378"
"24400","-0.010993035473298619","-0.026877397112691243","-0.015055306535569695"
"24500","-0.019053221288515394","-0.03174084249084248","-0.025799145299145294"
"24600","-0.019606792717086825","-0.012028540903540904","-0.010297268907563021"
"24700","-0.013704570791527305","-0.01548453996983409","-0.009285714285714283"
"24800","-0.017181326878577513","-0.02007447805032945","-0.008701923076923076"
"24900","-0.0219266548724753","-0.007811463046757161","-0.014097177332471452"
"25000","-0.015139301874595983","-0.02214425030705823","-0.015694857430151553"
"25100","-0.015004840697060368","-0.01654726890756303","-0.014079320189614308"
"25200","-0.009526206636500742","-0.021321388406914728","-0.009844780219780216"
"25300","-0.006120782726045873","-0.02708277906304222","-0.020107142857142858"
"25400","-0.018867577597840753","-0.017330891330891336","-0.00824358974358974"
"25500","-0.01731602082128397","-0.027710730446024574","-0.013788461538461541"
"25600","-0.015901098901098896","-0.027826368806631967","-0.026378968253968266"
"25700","-0.01223983034509349","-0.02052533577533578","-0.012901206636500753"
"25800","-0.009553113553113541","-0.06148398165414252","-0.01600793650793651"
"25900","-0.00774999999999999","-0.012260683760683759","-0.018524572649572656"
"26000","-0.010930306535569683","-0.012617216117216112","-0.015360303095597216"
"26100","-0.018143371248634393","-0.016513951734539973","-0.01455235042735043"
"26200","-0.012511446886446875","-0.013392049127343241","-0.02557814407814409"
"26300","-0.012763639868903017","-0.016016941391941392","-0.03684666480862133"
"26400","-0.021337391057218637","-0.014124649859943977","-0.01974233519318659"
"26500","-0.018358877964141117","-0.018020254255548374","-0.014624542124542127"
"26600","-0.010935704646230952","-0.011430510665804782","-0.01962287144512209"
"26700","-0.016346973202236353","-0.011963935574229692","-0.03597487308013624"
"26800","-0.010056318681318671","-0.010529304029304024","-0.018948062558356682"
"26900","-0.01178765352294763","-0.022007478632478636","-0.011924908424908422"
"27000","-0.019918650793650784","-0.01625198412698413","-0.016201680672268907"
"27100","-0.013156746031746025","-0.017802871148459385","-0.01044917582417582"
"27200","-0.016599478050329436","-0.014415750915750914","-0.0022051282051281968"
"27300","-0.012487745098039207","-0.026508045825265513","-0.011514652014652012"
"27400","-0.011678113553113543","-0.008234539969834084","-0.01049679487179487"
"27500","-0.013570207570207563","-0.03659982819038547","-0.024045906621758022"
"27600","-0.017198475544063774","-0.012915858651152768","-0.014996444731738851"
"27700","-0.026824619334913445","-0.007369047619047617","-0.030565018315018316"
"27800","-0.010454116059379206","-0.006026206636500751","-0.005014652014652008"
"27900","-0.015615492350786455","-0.011065126050420168","-0.00832417582417582"
"28000","-0.018674208144796374","-0.013876633986928105","-0.013082525317819435"
"28100","-0.01190705128205127","-0.01887419198448611","-0.022512317747611872"
"28200","-0.010945270415858641","-0.018650652366209646","-0.01319520757020757"
"28300","-0.017440018315018308","-0.016513331475288","-0.011858985699542975"
"28400","-0.015073475544063769","-0.006108669108669105","-0.019299603174603185"
"28500","-0.009338827838827828","-0.015108669108669112","-0.02409207459207459"
"28600","-0.016993239603533713","-0.015960730446024567","-0.017466040903540907"
"28700","-0.01633232118758434","-0.012650793650793645","-0.01869276556776557"
"28800","-0.008306318681318672","-0.007157509157509149","-0.031954320189614305"
"28900","-0.01808252531781943","-0.024102824463118587","-0.00003846153846153305"
"29000","-0.019490842490842486","-0.015198717948717948","-0.015733669108669114"
"29100","-0.015069512015332437","-0.030678113553113544","-0.018338827838827843"
"29200","-0.020380703990998107","-0.015466269841269845","-0.01610817768402908"
"29300","-0.0089102564102564","-0.020915100250626574","-0.024459967320261445"
"29400","-0.01895477806507218","-0.025030733885997053","-0.020406808877397115"
"29500","-0.013374191984486092","-0.01331501831501831","-0.021231334841628962"
"29600","-0.01595589133089132","-0.009386446886446883","-0.012763639868903026"
"29700","-0.015847985347985337","-0.012505602240896354","-0.02141133612689341"
"29800","0.002190476190476203","-0.01877533577533578","-0.013347985347985345"
"29900","-0.019952380952380944","-0.010329778065072182","-0.022084680025856503"
"30000","-0.01274404761904761","-0.008535256410256408","-0.005282051282051276"
"30100","-0.023384429210280597","-0.034165945165945164","-0.014559523809523814"
"30200","-0.016764652014652003","-0.014767857142857143","-0.013388639868903027"
"30300","-0.020623778998778992","-0.020305205415499537","-0.026892548627842745"
"30400","-0.011145254255548364","-0.015543300653594775","-0.02332525554081282"
"30500","-0.025200809811103925","-0.02028174603174604","-0.011695970695970694"
"30600","-0.011907509157509146","-0.023902840623428866","-0.01785338345864662"
"30700","-0.019655480140774253","-0.02224685771744596","-0.026619047619047632"
"30800","-0.00730631868131867","-0.016493035473298633","-0.017493035473298633"
"30900","-0.016855311355311348","-0.017183823529411772","-0.01617139804639805"
"31000","-0.01830631868131867","-0.02908211233211233","-0.006490842490842488"
"31100","-0.01725869963369963","-0.020431318681318686","-0.010567765567765564"
"31200","-0.02602087609672748","-0.01046703296703296","-0.020386446886446894"
"31300","-0.01893692092221503","-0.013689113904671184","-0.03067460317460317"
"31400","-0.011226495726495716","-0.0180787659193232","-0.01673489010989011"
"31500","-0.016517049127343236","-0.017094780219780226","-0.011580128205128205"
"31600","-0.01926617826617826","-0.013949175824175822","-0.014662348272642392"
"31700","-0.014829778065072172","-0.012377397112691224","-0.022472122684079214"
"31800","-0.012972985347985341","-0.019150793650793654","-0.013040654520917683"
"31900","-0.01662973137973137","-0.01293717152412804","-0.012290095525389642"
"32000","-0.01859961933491345","-0.020436716791979954","-0.01546511641093685"
"32100","-0.016688492063492055","-0.017125","-0.010707525317819435"
"32200","-0.020926859002710387","-0.01632051282051282","-0.02674578272604588"
"32300","-0.011612179487179478","-0.014049908424908424","-0.029870932207888733"
"32400","-0.014068223443223431","-0.00813965201465201","-0.008873987854251008"
"32500","-0.010907509157509147","-0.02325680887739712","-0.010966269841269841"
"32600","-0.014364830345093496","-0.021621444731738854","-0.010546398046398042"
"32700","-0.01798687423687423","-0.011516844997108155","-0.01663060224089636"
"32800","-0.010073717948717937","-0.020426680672268917","-0.011766286001580119"
"32900","-0.01583197104752831","-0.01565924426450742","-0.015196428571428573"
"33000","-0.02041895604395604","-0.0134253663003663","-0.022659663865546225"
"33100","-0.012743589743589731","-0.010084859584859582","-0.015192002442002445"
"33200","-0.015373949579831922","-0.022001206636500757","-0.01580133828160144"
"33300","-0.0155829831932773","-0.012612637362637364","-0.015650793650793655"
"33400","-0.016568223443223434","-0.02082052101777166","-0.020148351648351652"
"33500","-0.022865384615384607","-0.02093514565070293","-0.005576923076923071"
"33600","-0.022883349493643602","-0.021017049127343253","-0.014803113553113556"
"33700","-0.017719047619047613","-0.020170448746300147","-0.011907051282051282"
"33800","-0.017945970695970686","-0.013362637362637358","-0.012121240601503762"
"33900","-0.010630494505494494","-0.017326680672268908","-0.012739938080495361"
"34000","-0.02220732118758434","-0.02208436816021956","-0.013621444731738847"
"34100","-0.012002397112691217","-0.01760989010989011","-0.017302413273001516"
"34200","-0.012657509157509147","-0.007871803069053707","-0.03448631996658312"
"34300","-0.013980463980463969","-0.02031965329991646","-0.022328907203907213"
"34400","-0.0167067621920563","-0.009644796380090494","-0.005820512820512816"
"34500","-0.017633699633699627","-0.01159961933491345","-0.0020384615384615302"
"34600","-0.010606792717086824","-0.013570207570207571","-0.015513951734539972"
"34700","-0.012570207570207562","-0.016895504857461382","-0.01378205128205128"
"34800","-0.015700605680868833","-0.014646367521367522","-0.02214758852258853"
"34900","-0.016540750915750906","-0.018172519509476032","-0.016918051633608912"
"35000","-0.006273001508295614","-0.007430618401206633","-0.013083333333333332"
"35100","-0.013335164835164826","-0.027422686618507063","-0.010319195424458583"
"35200","-0.012209859584859574","-0.006963369963369959","-0.0134241452991453"
"35300","-0.016897447238004504","-0.016096210076473237","-0.011672268907563024"
"35400","-0.018133249955500585","-0.01773927134956547","-0.02041189512242144"
"35500","-0.024711732952290223","-0.012689668174962292","-0.014868589743589743"
"35600","-0.020692415427709533","-0.011835730446024562","-0.009681318681318678"
"35700","-0.01522538246067657","-0.02234627292212432","-0.013100732600732601"
"35800","-0.012166666666666655","-0.013079320189614307","-0.021282673123230407"
"35900","-0.015061050061050052","-0.015608974358974358","-0.014936220642103001"
"36000","-0.02068179923791378","-0.013829778065072185","-0.017551796157059322"
"36100","-0.01435017833044148","-0.014808511663774823","-0.021991963953920484"
"36200","-0.02045951417004048","-0.011438350778908058","-0.013669063779357896"
"36300","-0.01412739711269122","-0.015829778065072186","-0.010773001508295623"
"36400","-0.013385683760683756","-0.014647588522588526","-0.013967032967032967"
"36500","-0.013291316526610636","-0.022995223730517857","-0.012410714285714285"
"36600","-0.014014652014652008","-0.013216575091575086","-0.011924908424908422"
"36700","-0.015109126984126975","-0.006094017094017087","-0.012835730446024563"
"36800","-0.018451115061409173","-0.01434126984126984","-0.01760644257703082"
"36900","-0.021197609408135712","-0.007913461538461536","-0.015677000287294407"
"37000","-0.02075514436543847","-0.014067765567765567","-0.01834087481146305"
"37100","-0.0244035409035409","-0.024767049127343253","-0.015148351648351646"
"37200","-0.014883699633699626","-0.023716575091575095","-0.01535017833044149"
"37300","-0.020984539969834078","-0.012650398620986856","-0.015764301874595994"
"37400","-0.011835730446024553","-0.011202380952380948","-0.02410633484162896"
"37500","-0.01897141893194524","-0.012083333333333333","-0.015226190476190476"
"37600","-0.01007875457875457","-0.023629381239675368","-0.0170681832787096"
"37700","-0.00924919198448609","-0.024824034539591824","-0.0023301282051281995"
"37800","-0.017469780219780212","-0.01788533362062774","-0.011900335775335776"
"37900","-0.012064668174962281","-0.0158943833943834","-0.01871525769552086"
"38000","-0.014308257918552031","-0.015034798534798532","-0.01136858974358974"
"38100","-0.012392049127343232","-0.004734539969834082","-0.009386446886446884"
"38200","-0.019744047619047612","-0.014664224664224665","-0.015565126050420172"
"38300","-0.02463122408207547","-0.015983985699542978","-0.019281039136302296"
"38400","-0.013109126984126977","-0.01651388888888889","-0.012335526315789474"
"38500","-0.0314798085901027","-0.017121444731738853","-0.014150194490751769"
"38600","-0.014784448394742503","-0.010821078431372545","-0.023853479853479853"
"38700","-0.01751527385583112","-0.013450910931174087","-0.02032459353511986"
"38800","-0.021287907268170418","-0.017584718300275574","-0.018885333620627744"
"38900","-0.011053571428571418","-0.012370681605975722","-0.01182417582417582"
"39000","-0.010097285067873293","-0.023442319032876312","-0.016288111398405518"
"39100","-0.014168498168498156","-0.012053113553113549","-0.01772771672771673"
"39200","-0.00999084249084248","-0.014069512015332453","-0.01589800150829563"
"39300","-0.017890731731288998","-0.01923057644110276","-0.020487083092346255"
"39400","-0.009709401709401698","-0.011377397112691224","-0.012305764411027568"
"39500","-0.006719780219780208","-0.0420220970979485","-0.02420798319327732"
"39600","-0.01150183150183149","-0.005415654520917674","-0.0077820512820512815"
"39700","-0.012145254255548363","-0.012672268907563022","-0.01319642857142857"
"39800","-0.02689963549522372","-0.023169063779357908","-0.008847985347985343"
