"x","MC loss","sarsa loss","q loss"
"100","0.3449791391695103","0.0880751362145151","0.10345575878055194"
"200","0.204887610542223","0.09489348723737448","0.09103544639571456"
"300","0.209145331180137","0.09102256831372506","0.07975603575201282"
"400","0.19380312374613845","0.08789462675931545","0.07756814401724997"
"500","0.15231980073194634","0.0911984644986738","0.06561628048455562"
"600","0.1466301958235925","0.07761580027584411","0.04450588460650982"
"700","0.1634869733761597","0.08169773952119395","0.07285751121601296"
"800","0.18108411440200062","0.0789444741608916","0.04958071312745944"
"900","0.16997315017025297","0.09762688076279034","0.04009565336353811"
"1000","0.26939511551554307","0.08211564177890733","0.041647045179234364"
"1100","0.14257924278338074","0.07974845157663155","0.03570252955055906"
"1200","0.1899033210483097","0.0912350581013946","0.030499673266586036"
"1300","0.14052850408229742","0.08311615311966669","0.02857455946187586"
"1400","0.18018366608629727","0.08331528681175861","0.022907793742652397"
"1500","0.1604703674440437","0.08353985276348255","0.010896019650112724"
"1600","0.17511481607314905","0.07571718860904908","0.004840851714191058"
"1700","0.15712646258746876","0.07806696230187753","0.014453378751442186"
"1800","0.13585780938977665","0.09185106410532032","0.007237947081401397"
"1900","0.17993249340387626","0.0830686124327609","0.007677413325053744"
"2000","0.14016773917407746","0.07977838684880564","0.015510930121721455"
"2100","0.1476862678770619","0.06912691392167246","0.012046782460220073"
"2200","0.13004068631351146","0.07231179210801306","0.010613530242923037"
"2300","0.12661620526300557","0.06405873688903443","0.009933058937869077"
"2400","0.12414139769230763","0.07799889425571023","0.010135522573297095"
"2500","0.1930585392117749","0.084429092396377","0.010017201272592645"
"2600","0.13536286016560634","0.06610641510714796","0.0034067973635411933"
"2700","0.1227192020045349","0.0796461173798513","0.013013041941031114"
"2800","0.12203534999729655","0.0740800662886878","0.003176006241855741"
"2900","0.14195030603904613","0.08116024485294554","0.00006609667264113632"
"3000","0.13663689528366435","0.07561729810019993","0.000879057382147673"
"3100","0.13585151720854557","0.07375637870156634","0.0015371472570325192"
"3200","0.1372722417918294","0.06445778929165917","0.002529838929089191"
"3300","0.1320896553288032","0.08033618794923184","0.0023823166211234615"
"3400","0.11351541214192347","0.06838487579885762","0.0011667506127750794"
"3500","0.12089307319173617","0.07595394056717544","0.002668433305338746"
"3600","0.1283893232905478","0.0697626385641085","0.000662832464902327"
"3700","0.14420410586712187","0.07905724724507154","0.0007659896057369924"
"3800","0.10368506167573681","0.07796293129536704","0.0015392248998338796"
"3900","0.1670187779764276","0.08231620071242822","0.0014467720451947223"
"4000","0.13752818849742052","0.07753802528708145","0.0001701335403662718"
"4100","0.11178978192804183","0.0722824189226221","0.008856480447078045"
"4200","0.13684538947026506","0.07785361308557144","0.004003804606782369"
"4300","0.14538427326938058","0.07408708717334381","0.007837074190485589"
"4400","0.13975841208754058","0.08237095824347193","0.0021845670521729752"
"4500","0.1401523100472938","0.0675564004727484","0.002800895386622165"
"4600","0.13453547680553668","0.08008651317239512","0.004175831315179945"
"4700","0.1161750412380131","0.07865026129712968","0.00586039655615132"
"4800","0.1070574288877505","0.07574687828845246","0.0028855781735733195"
"4900","0.11645179514325621","0.0848744479415943","0.0027265943983110436"
"5000","0.14061836357628774","0.07846554273359985","0.0007204349566713234"
"5100","0.13125559379802543","0.07821152861729216","2.4730016511263226e-7"
"5200","0.1256982131848639","0.07222049208888764","0.01114806005541652"
"5300","0.1224589621871659","0.06523928122708735","0.002672854241268968"
"5400","0.1560786996305992","0.07783748512149488","0.004726138529367509"
"5500","0.11747910480852189","0.07163499034861508","0.002836934708742496"
"5600","0.13263338101087524","0.07427664167149954","0.0015224770418737106"
"5700","0.130077373417214","0.06995965380895382","0.0004840355305710768"
"5800","0.11294196305151208","0.07735350018873335","0.005535699901241076"
"5900","0.12694283962980069","0.07060398961659128","0.0007375705981116779"
"6000","0.15907734443099678","0.0683228376132256","0.001501604787423943"
"6100","0.12584298749448783","0.07320924808909302","0.004583589739430736"
"6200","0.16055859050431967","0.09470586709219306","0.0016402102650303735"
"6300","0.1623249702575742","0.07311646217381465","0.001397860249160947"
"6400","0.13721720780630403","0.07137421845029891","0.001451437972044051"
"6500","0.24991393016672644","0.07571581768698717","0.00010853675697627355"
"6600","0.13663703889502585","0.06367727667602625","0.0006370334214189306"
"6700","0.1412489107148059","0.07572774692510922","0.0019134914493131622"
"6800","0.14554670501255396","0.07046396063668271","0.0001869383344177868"
"6900","0.18904645528728886","0.07674493512077957","0.0009519233324409894"
"7000","0.12378649323718519","0.06626874225767386","0.0003954062029043927"
"7100","0.1247866619971922","0.06673000613575916","0.000007519725412760365"
"7200","0.13536562640994715","0.0626596542054024","0.00026454898491971786"
"7300","0.1315312887959839","0.07215191218851776","0.0005895206828395287"
"7400","0.10951468303307159","0.07527853417291899","0.00019363342384474087"
"7500","0.19684086433186937","0.06921643296984865","1.3153940997181959e-10"
"7600","0.15558917569099465","0.07774590541540458","0.00005861949652773257"
"7700","0.15179845561492078","0.06514818483871339","0.0037946452651844965"
"7800","0.1254107351172192","0.06586981907861958","0.0003125408214438059"
"7900","0.17870445213747738","0.07820152857029807","0.00042502450813706105"
"8000","0.13560728449021053","0.066700454007801","0.0038278248346562986"
"8100","0.1417015468304768","0.07104950786378285","0.00029823890825658305"
"8200","0.1420497777526431","0.06900788452776163","0.00036587176732685384"
"8300","0.19396615962540426","0.08996963860449553","0.0030413053082244358"
"8400","0.14135996687653435","0.07415508947510159","0.000047074020545926875"
"8500","0.11950665127972618","0.0713147889524963","0.00014958925222484056"
"8600","0.151279325342026","0.09142606257942298","0.0005254170409172866"
"8700","0.15819030813651958","0.06834301555219172","0.00009428865771669506"
"8800","0.213912976027654","0.07766583540138647","0.0002224061158842279"
"8900","0.17728817959394125","0.06574549969281232","0.0019835206415202535"
"9000","0.12556312786397855","0.0701758598763031","0.00001046139606227779"
"9100","0.12153851480912996","0.07261081449809678","0.002845202125889156"
"9200","0.14927409224960014","0.07353251538685204","0.00039626138824987585"
"9300","0.15386937674403214","0.06905573038598203","0.0002256424358881631"
"9400","0.13099781038916164","0.0762143426379271","0.00006340318240430665"
"9500","0.09858987001036734","0.07541639445025262","0.0001949758360084831"
"9600","0.124730875018692","0.08184045361428557","0.00276208946901504"
"9700","0.19376553498204957","0.07268948963369626","0.0003558824007192601"
"9800","0.14239016131957244","0.07067070734757952","4.072716380921474e-12"
"9900","0.10089827968739176","0.07081285694031775","0.000034938780144469665"
"10000","0.13379433731005927","0.06323316859838968","0.000008295829274657811"
"10100","0.13955932125707843","0.0721546599358017","0.001813404767498427"
"10200","0.14593701873601325","0.06840397287413935","4.349027731121461e-7"
"10300","0.11243832720362668","0.0733953084083611","0.0011740980270907085"
"10400","0.10845113088876672","0.0798156361787763","0.00004546745559848879"
"10500","0.15630190790046666","0.06975716419324957","0.000058894536372477265"
"10600","0.13957475799745914","0.07168177878520554","0.005639027368222895"
"10700","0.15059561698417653","0.06730719082834621","0.00008438941199589291"
"10800","0.1492855301099881","0.07922419299898643","0.000010700492483154429"
"10900","0.13897640628685834","0.0770470037509421","0.000006582548566305467"
"11000","0.14024338273491133","0.06504649107578832","0.00015968040164510117"
"11100","0.17027939480538265","0.06911888615657495","0.000024142890995564133"
"11200","0.13461342214453306","0.062215915817865175","0.002169258004456556"
"11300","0.1867256030784227","0.0717821952948799","0.000047072483998855154"
"11400","0.15269466526833234","0.08312421447299358","0.00005350084759791694"
"11500","0.12830738996120766","0.07201505056353905","0.00010574526624313393"
"11600","0.11269505668367434","0.0706004821307254","0.000011302333204433066"
"11700","0.17018403892119074","0.06979654748134345","0.0001616302859680003"
"11800","0.13013876140040143","0.07618841875664949","0.0001209974678038901"
"11900","0.11243290698240631","0.07761538591587816","0.0000084547490766196"
"12000","0.1593383009377915","0.07723750414868596","0.000007611340136155943"
"12100","0.1602809119259148","0.06437868087638873","0.0000026464840374200767"
"12200","0.14102542720466793","0.07620775925361277","0.0000018017520657567042"
"12300","0.11977766116973496","0.06256236306308526","0.0033224686390630324"
"12400","0.14366891174680485","0.06618089786054313","0.000055584434611026314"
"12500","0.1230747600646495","0.07053622546485912","0.00009375905951669548"
"12600","0.11807266256695703","0.06926719898898284","0.000054595715673613215"
"12700","0.1330077274703039","0.07352746577574489","0.00004136123139405715"
"12800","0.11095055579984628","0.08369628701596223","0.00009824580359897056"
"12900","0.11511433729097469","0.07059233087043046","0.00009087753141988662"
"13000","0.14280810174403957","0.07043803629828396","0.000024873573807902568"
"13100","0.11432069727321044","0.06027583968732227","0.00006348027218010426"
"13200","0.1168735628117807","0.05892466783085859","0.00006346846734805806"
"13300","0.1078424160749","0.055541197607430745","0.0011945718421866064"
"13400","0.13366283682313157","0.06704342468870546","0.00003753423573601019"
"13500","0.14399289799668746","0.06956086522173077","9.021623393842925e-9"
"13600","0.1223949110742455","0.0693199731425793","0.000012306131421786906"
"13700","0.12683117387519527","0.06427321098573531","0.001182842852239734"
"13800","0.136809409294817","0.0693582802653066","6.2890945059648925e-9"
"13900","0.1346033754967914","0.07961813677716274","0.000045490077561509624"
"14000","0.1332198548647868","0.06736956865037154","0.00004170362431511357"
"14100","0.1265689027725392","0.07415923143738486","0.000010904740416980491"
"14200","0.13428745162902486","0.06107964254173485","0.0000073192671375155695"
"14300","0.12321944011668366","0.08139089594686263","0.000029274361255403966"
"14400","0.12243666196085548","0.07101044780513013","0.000022655093503667173"
"14500","0.12095084549173388","0.0676971918366991","6.26848137566351e-10"
"14600","0.14037030630012237","0.062467971486905714","1.888263460949741e-10"
"14700","0.15534727074246626","0.06542480560673711","9.892267201845595e-11"
