"x","MC reward","sarsa reward","q reward"
"100","-0.006653846153846144","-0.07698269444720114","-0.12603479297514797"
"200","-0.007029304029304018","-0.06673354818481644","-0.04453526729742898"
"300","-0.020166666666666666","-0.08141379492855681","-0.01103846153846154"
"400","-0.0030531135531135407","-0.04724460803105987","-0.011300366300366295"
"500","-0.0007435897435897314","-0.04364211600592912","-0.030512006512006522"
"600","-0.008830128205128195","-0.04457968497987184","-0.009258241758241756"
"700","-0.018055510665804776","-0.019332525317819437","-0.006472985347985344"
"800","-0.01213247863247862","-0.018440389027345554","-0.0004999999999999909"
"900","-0.010377397112691217","-0.01312739711269123","-0.012924908424908423"
"1000","-0.01795426554122206","-0.022548486601118183","-0.005538461538461532"
"1100","-0.00433893557422968","-0.00772161172161172","-0.003624999999999994"
"1200","-0.01022782446311857","-0.007243589743589736","0.0026282051282051355"
"1300","-0.012599619334913442","-0.009963369963369958","-0.007472985347985345"
"1400","-0.0022874493927125374","-0.007811463046757161","-0.010534702139965295"
"1500","-0.009091575091575082","-0.004705128205128198","-0.012239830345093503"
"1600","-0.006538461538461528","-0.0027435897435897348","-0.00815441176470588"
"1700","-0.009172161172161162","-0.010660256410256409","-0.007005602240896354"
"1800","-0.00909157509157508","-0.008939668174962289","-0.0003479853479853417"
"1900","-0.0034761904761904635","-0.011611732952290229","-0.007219017094017091"
"2000","-0.0015769230769230654","-0.005841269841269838","-0.0005146520146520079"
"2100","-0.004719780219780208","-0.004833333333333329","-0.008681318681318677"
"2200","-0.011824175824175814","-0.0014967948717948653","-0.004505602240896354"
"2300","-0.03646714070243483","-0.0034761904761904704","-0.004886446886446881"
"2400","-0.010590811965811953","-0.00234798534798534","-0.014097177332471452"
"2500","-0.007823412698412687","-0.008205128205128198","-0.008258241758241752"
"2600","-0.008386446886446875","-0.014326115061409178","-0.008059523809523805"
"2700","-0.008796703296703285","-0.007601190476190475","-0.0051813186813186776"
"2800","-0.004820512820512808","-0.007830128205128198","-0.01541025641025641"
"2900","-0.0021813186813186697","-0.004181318681318675","-0.01057692307692307"
"3000","-0.005868589743589732","-0.00977839961895689","-0.004490842490842488"
"3100","-0.01970839617898441","-0.018954778065072182","-0.007029304029304025"
"3200","-0.018696428571428565","-0.013073475544063778","-0.008353587588881705"
"3300","-0.004282051282051271","-0.0007435897435897354","-0.002666666666666662"
"3400","-0.0021634615384615264","-0.0026575091575091513","-0.011549908424908424"
"3500","-0.007782509157509146","-0.0034102564102564035","-0.013859539969834089"
"3600","-0.012516844997108145","-0.013504731379731377","-0.00509401709401709"
"3700","-0.012664224664224654","-0.009595238095238094","-0.010056318681318682"
"3800","-0.021724415204678358","-0.016633699633699633","-0.008234539969834085"
"3900","-0.011900335775335764","-0.007844780219780214","0.0006666666666666734"
"4000","-0.012290095525389632","-0.0021813186813186758","0.0031666666666666753"
"4100","-0.0025769230769230648","-0.004181318681318673","-0.0005146520146520085"
"4200","-0.006472985347985337","-0.011952380952380947","-0.004543859649122803"
"4300","-0.00968131868131867","-0.009234539969834083","0.0005000000000000089"
"4400","-0.006996794871794861","-0.0010352564102564048","-0.000499999999999993"
"4500","-0.013570207570207559","-0.004705128205128196","-0.002576923076923069"
"4600","-0.005324175824175813","-0.004415654520917673","-0.009106334841628956"
"4700","-0.014079320189614298","-0.015096973202236363","-0.012930618401206637"
"4800","-0.016992781728075838","-0.009620782726045881","-0.009467032967032964"
"4900","-0.015538461538461532","-0.00992490842490842","0.00002380952380953132"
"5000","-0.010383241758241747","-0.002705128205128196","-0.011099619334913453"
"5100","-0.0044729853479853355","-0.005996794871794867","-0.007719780219780212"
"5200","-0.005976190476190465","-0.012469079939668174","-0.006701923076923073"
"5300","-0.004472985347985337","-0.002642857142857136","-0.0095285409035409"
"5400","-0.0142051282051282","-0.004862745098039212","-0.0051781135531135504"
"5500","-0.00778744939271254","-0.008535256410256403","-0.01126785714285714"
"5600","0.00019047619047620322","-0.0034035409035408993","0.0003846153846153909"
"5700","-0.020707525317819428","-0.009615842490842486","-0.005591575091575087"
"5800","-0.0024396681749622806","-0.008299145299145296","-0.008553113553113547"
"5900","-0.005996794871794861","-0.0202139355742297","-0.002333333333333324"
"6000","-0.0010384615384615265","-0.005472985347985343","-0.011398709985666505"
"6100","-0.008573475544063769","-0.006582525317819432","-0.010796703296703295"
"6200","-0.003476190476190464","-0.013362637362637361","-0.007764652014652013"
"6300","-0.015198717948717938","-0.008993589743589738","0.0016282051282051364"
"6400","-0.005490842490842478","-0.002166666666666662","-0.006172268907563022"
"6500","0.0007948717948718072","-0.006291666666666659","-0.005415654520917676"
"6600","-0.0025769230769230643","-0.004576923076923069","-0.006619047619047613"
"6700","-0.011748428858722964","-0.010501831501831498","-0.0045915750915750874"
"6800","-0.009386446886446876","-0.006954116059379211","0.0006666666666666754"
"6900","-0.011829014939309048","-0.010096973202236357","-0.0027991452991452956"
